"new_ID","ID","Name","Sex","NOC"
47929,47457,"Carl Marcus Joakim Hellner","M","SWE"
122890,121414,"Pter Tth","M","HUN"
87094,86094,"Pirkko Tellervo Nieminen (-Metsmki)","F","FIN"
18333,18135,"Manuel Carballo Martnez","M","ESP"
131026,129447,"Mathias Weishaupt","M","LUX"
59089,58478,"Mrta Kelemen","F","HUN"
35120,34782,"Alicia Fernndez Cortacero","F","ESP"
25658,25405,"Sbastien Darrigade","M","FRA"
64029,63311,"Jan Koutn","M","TCH"
109814,108529,"Serhiy Oleksandrovych Semenov","M","UKR"
87505,86501,"Daisuke Nishikawa","M","JPN"
28174,27911,"Bart Deurloo","M","NED"
131151,129569,"Willi Welt","M","AUT"
72897,72070,"Robert Lucy","M","SUI"
32732,32413,"Rbert l","M","HUN"
125228,123715,"Ladislav Vcha","M","TCH"
15289,15122,"Dominic Brindle","M","GBR"
108447,107192,"tienne Schmitt","M","FRA"
104993,103790,"Michael Ryan","M","IRL"
5364,5322,"Miguel Arroyo Prez","M","CUB"
69401,68596,"Andrs Lelkes","M","HUN"
20876,20658,"Suzu Chiba","F","JPN"
115648,114279,"Vasilka Peneva Stancheva","F","BUL"
41710,41303,"Javier Gmez Fuertes","M","ESP"
45078,44627,"Michael Florian Hadschieff","M","AUT"
118441,117020,"Josef Svoboda","M","TCH"
3383,3353,"Rocco Roberto Amboni","M","ITA"
88513,87500,"Adrienn Nyeste","F","HUN"
7427,7355,"Ildik Balog","F","HUN"
122499,121028,"Krasimira Toneva","F","BUL"
68642,67840,"Lee Deok-Bun","F","KOR"
110715,109416,"Vitaly Venediktovich Shcherbo","M","EUN"
65513,64759,"Marie Antoinette Kuiters","F","RSA"
51435,50918,"Veikko Aarne Aleks Huhtanen","M","FIN"
124655,123153,"Cecilio Ugarte Prez de Lazarraga","M","ESP"
84943,83976,"John Phillips Naber","M","USA"
21692,21462,"Oksana Aleksandrovna Chusovitina","F","UZB"
110575,109284,"Rustam Khalimdzhanovych Sharipov","M","EUN"
111949,110631,"Macarena Mara Simari Birkner","F","ARG"
118558,117136,"Pawe Jan witek","M","POL"
9226,9131,"Tomas Alberto Becerra","M","COL"
132322,130735,"Nicola Willis","F","GBR"
102543,101364,"Lawson Robertson","M","USA"
97183,96082,"Michela Ponza","F","ITA"
73406,72573,"Urszula Wanda ukomska (-Olejniczak)","F","POL"
109707,108423,"Rzvan Dorin elariu","M","ROU"
85336,84362,"Takuya Nakase","M","JPN"
126369,124845,"Jeanette Cornelia van Ravestijn","F","NED"
69367,68562,"Leif Thomas Lejdstrm","M","SWE"
4341,4309,"Stoyanka Dobreva Angelova","F","BUL"
74260,73423,"Evelyn G. Magluyan","F","PHI"
34835,34498,"Jzsef Fekete","M","HUN"
76251,75380,"Allan Marsh","M","JAM"
61803,61140,"Willy Klein","M","LUX"
83071,82121,"Janet Lynn Morin","F","CAN"
62476,61797,"Dina Anatolyevna Kochetkova","F","RUS"
122559,121086,"Linda Toorop (-Moor)","F","NED"
21323,21100,"Magorzata Chojnacka (-Gawe)","F","POL"
13792,13639,"Mihai Bor","M","ROU"
20124,19915,"Karine Charlier","F","FRA"
34091,33765,"Gabriele Gabi Fhnrich","F","GDR"
50458,49948,"Alfred E. Alf Horn","M","CAN"
8772,8686,"Anne-Marie Bauduin","F","FRA"
37615,37248,"Paulo Jos Frischknecht","M","POR"
133866,132269,"Takahiro Yamada","M","JPN"
79083,78185,"Joe Mehle","M","SLO"
75775,74910,"Florent Maree","M","FRA"
54490,53928,"Nadine Jarosch","F","GER"
82645,81696,"Stephanie Moorhouse","F","AUS"
62493,61814,"Tereza Koi","F","YUG"
93449,92391,"Mark John Paxton","M","RSA"
122748,121272,"Helder Omar Torres Quintana","M","GUA"
56767,56187,"Robert Juckel","M","GER"
56469,55892,"Krisztin Jordanov","M","HUN"
136955,135291,"Roman Volodymyrovych Zozulia","M","UKR"
100419,99268,"Ivelina Petrova Raykova","F","BUL"
51142,50626,"Huang Liping","M","CHN"
64595,63863,"Irmgard Irmi Krauser","F","FRG"
35422,35082,"Gertrude Gerti Fesl","F","AUT"
100024,98877,"Janine Rene Rankin","F","CAN"
9680,9578,"Valeri Belenki","M","EUN"
67837,67046,"Larysa Semenivna Latynina (Diriy-)","F","URS"
114543,113190,"Roselore Sonntag (Stbe-)","F","GER"
1120,1109,"Lavinia Agache (-Carney)","F","ROU"
85224,84250,"Eduardo Njera","M","ECU"
28499,28235,"Eileen Daz","F","PUR"
62953,62261,"Eric Koloko","M","FRA"
46374,45914,"Mutsumi Harada","M","JPN"
92543,91492,"Park Gyeong-A","F","KOR"
82768,81819,"Matteo Morandi","M","ITA"
106499,105272,"Ingrid Clara Charlotta Sandahl (-Sundell)","F","SWE"
25656,25403,"Yves Daniel Darricau","M","LIB"
89616,88596,"Maria Olaru","F","ROU"
51325,50809,"Colette Hu (-Changeat)","F","FRA"
74752,73912,"Katalin Makray-Schmitt","F","HUN"
120889,119451,"Elvire Teza","F","FRA"
11613,11488,"Pamela Jean Pam Bileck (-Flat)","F","USA"
50653,50142,"Henry William Furse Bill Hoskyns","M","GBR"
70146,69334,"Donghua Li","M","SUI"
129855,128289,"Armand Walter","M","FRA"
90210,89187,"Takashi Ono","M","JPN"
62034,61364,"Ulrike Klotz","F","GDR"
14045,13890,"Mikhail Botvinov","M","EUN"
10135,10029,"Ole Benediktson","M","DEN"
43619,43190,"Pascale Grossenbacher","F","SUI"
94305,93244,"Delphyne Peretto","F","FRA"
119111,117685,"Ji Tabk","M","TCH"
9594,9492,"Ilona Bksi","F","HUN"
113104,111776,"Joanna Skowroska","F","POL"
11694,11568,"Mohamed Bin Abid","M","UAE"
50527,50016,"Marquis Franklin Bill Horr","M","USA"
44373,43932,"Jakob Jack Gnthard","M","SUI"
110543,109253,"Nataliya Vitalyevna Shaposhnikova (-Sut)","F","URS"
2819,2795,"Ahmed Issam Allam","M","UAR"
39175,38793,"Maria Teresa Gargano","F","ITA"
35799,35452,"Danilo Fioravanti","M","ITA"
134698,133087,"Dimitar Teodorov Yordanov","M","BUL"
127174,125646,"Jose Armando Vega","M","USA"
64209,63484,"Mria Kvi-Zalai (-Kocsis)","F","HUN"
41451,41050,"Vladimer Lado Gogoladze","M","URS"
62630,61948,"Mun Yew Gerald Koh","M","SGP"
93385,92328,"Stanka Pavlova","F","BUL"
105687,104470,"Taihei Saka","M","JPN"
25280,25038,"Dorothy Katherine Dalton","F","USA"
71778,70957,"Bernhard Locher","M","SUI"
71101,70287,"Ulla Margareta Lindstrm (-Carlsson)","F","SWE"
113121,111793,"Mykola Ihorovych Skriabin","M","UKR"
102257,101078,"Wilhelm Ritzenhoff","M","GER"
13179,13036,"Stjepan Boltiar","M","YUG"
50522,50011,"Mariya Kindrativna Horokhovska","F","URS"
21262,21040,"Choi Mi-Seon","F","KOR"
31185,30893,"Wayne Dustin","M","CAN"
65867,65105,"Petra Kurbjuweit (-Konermann)","F","FRG"
116751,115355,"Yvonne Stoffel-Wagener","F","LUX"
81742,80800,"Martin Modlitba","M","TCH"
30778,30488,"John Alexander Duha","M","USA"
83281,82329,"Franz Mortensen","M","DEN"
76994,76113,"Paul Masino","M","FRA"
11292,11174,"Filipe Ruben Mendona Bezugo","M","POR"
90917,89890,"Mihael Miha Oswald","M","YUG"
128073,126536,"Salvador Antonio Vilanova","M","ESA"
12615,12479,"Lorne Bobkin","M","CAN"
118588,117166,"Franz Swoboda","M","AUT"
96336,95253,"Irne Pittelioen (-Eggremont)","F","FRA"
121032,119591,"Ioannis Theofilakis","M","GRE"
51363,50846,"Steven Keith Steve Hug","M","USA"
118827,117403,"Krisztina Szarka","F","HUN"
64302,63574,"Alina Yevhenivna Kozich","F","UKR"
29853,29574,"Daiane Garcia dos Santos","F","BRA"
38255,37882,"Dragan Gagi","M","YUG"
95545,94466,"Chester Wilson Chet Phillips","M","USA"
45275,44822,"Abebe Hailou","M","ETH"
40830,40436,"Jos Gins Siu","M","ESP"
48250,47774,"Norman Henson","M","PHI"
125666,124146,"Franziska van Almsick","F","GER"
58445,57845,"Takehiro Kashima","M","JPN"
44500,44055,"Vadimas Gusevas","M","LTU"
127282,125753,"Margo Velema (-van der Sande)","F","NED"
117493,116084,"Sergio Casimiro Surez Aime","M","CUB"
72302,71478,"David Lpez-Zubero Purcell","M","ESP"
95728,94648,"Olena Mykhailivna Pidhrushna","F","UKR"
44789,44343,"Ileana Gyarfa","F","ROU"
126783,125259,"Lajos Varga","M","HUN"
134536,132927,"Irina Yevdokimova","F","KAZ"
82287,81339,"Aurore Mongel","F","FRA"
99441,98299,"Corinne Ragazzacci (-Perier)","F","FRA"
69881,69072,"Georges Robert Flix Constant Leuillieux","M","FRA"
86327,85335,"Romeo Neri","M","ITA"
22329,22092,"Suzanne Cloutier","F","CAN"
135515,133892,"Giorgio Zampori","M","ITA"
48338,47862,"Bla Herczeg","M","HUN"
57811,57219,"Kang Gwang-Song","M","PRK"
52808,52267,"Atanasia Ionescu (-Albu)","F","ROU"
111397,110083,"Arthur David Art Shurlock","M","USA"
67788,66997,"Elisabeth Susi Latanzio","F","SUI"
32304,31995,"Ahmed Khalil Ahmed El-Giddawi","M","EGY"
119462,118034,"Miho Takenaka","F","JPN"
52048,51522,"Isidro Ibarrondo","M","ARG"
54495,53933,"Agata Jadwiga Jaroszek-Karczmarek","F","POL"
50642,50131,"Naho Hoshiyama","F","JPN"
12707,12569,"Frantiek Boko","M","TCH"
49389,48898,"Stane Hlastan","M","YUG"
69546,68741,"Lisbeth Constance Libby Lenton-Trickett","F","AUS"
110628,109335,"Abdel Vares Sharraf","M","UAR"
76616,75743,"Irene Martnez Mecha","F","ESP"
135947,134312,"Radka Zemanov","F","TCH"
16022,15849,"Pieter Johannes Jan Brussaard","M","NED"
23664,23426,"Natalie Anne Coughlin (-Hall)","F","USA"
92797,91745,"Lia Parolari","F","ITA"
40116,39730,"Mathilde Hilde Gerg (-Gral)","F","GER"
81405,80465,"Silviya Zarkova Mitova (-Hutchinson)","F","BUL"
104316,103121,"Olha Rozshchupkina","F","UKR"
27031,26774,"Frederik Albert De Waele","M","BEL"
69299,68496,"Erkki Olavi Leimuvirta","M","FIN"
95148,94073,"Ioannis Petritsis","M","GRE"
108819,107553,"Ren Schroeder","M","LUX"
126822,125297,"Luis Felipe Tingui Vargas Velzquez","M","PUR"
136379,134734,"Zheng Lihui","M","CHN"
83083,82133,"Maiko Morio","F","JPN"
19954,19747,"Chang Chao-Chun","M","TPE"
45092,44641,"Marcel Hantjens","M","FRA"
90432,89408,"Frederic Orendi","M","ROU"
135492,133869,"Yelena Mikhaylovna Zamolodchikova","F","RUS"
12472,12337,"Erik Gustaf Blomqvist","M","SWE"
77443,76560,"Miyuki Matsuhisa-Hironaka","F","JPN"
81023,80092,"Marilynn Minaker (-Hayden)","F","CAN"
43215,42791,"Edouard Grethen","M","LUX"
34532,34200,"Gottlieb Fssler","M","SUI"
78476,77583,"Courtney Louise McGregor","F","NZL"
117226,115819,"Nicu Florin Stroia (-Gassenheimer)","M","ROU"
120601,119166,"Teng Haibin","M","CHN"
114566,113213,"Wanda Soprani","F","ITA"
52090,51562,"Mohamed Ibrahim","M","EGY"
809,800,"Georgi Mirchev Adamov","M","BUL"
10150,10044,"Pavel Benetka","M","TCH"
73123,72293,"ke Lundeberg","M","SWE"
122315,120847,"William Bill Tom","M","USA"
125873,124352,"Hilbert van der Duim","M","NED"
65493,64739,"Kui Yuanyuan","F","CHN"
97145,96044,"Ctlina Ponor","F","ROU"
131523,129938,"George Edward Wheeler","M","USA"
48411,47934,"Arthur Alfred Hermann","M","FRA"
101363,100195,"Raimundo Rey Carcano","M","CUB"
115341,113975,"Justin Edward Spring","M","USA"
66665,65887,"Elena Wilma Lagorara","F","ITA"
514,506,"Andrei Abraham","M","ROU"
23445,23207,"Omar Corts Gonzlez","M","ESP"
41552,41150,"Nancy Goldsmith","F","ISR"
123887,122398,"Shinsaku Tsukawaki","M","JPN"
23523,23285,"Francesca Costa","F","ITA"
3538,3508,"Arturo Jorge Amos","M","ARG"
34402,34073,"Bernard Farjat","M","FRA"
20652,20438,"Ivan Yuryevich Cherezov","M","RUS"
97240,96138,"Ilie Daniel Popescu","M","ROU"
134959,133348,"Yu Myeong-Ja","F","KOR"
60060,59421,"Aikaterini Katerina Khristoforidou","F","GRE"
98172,97054,"Penka Mircheva Prisadashka","F","BUL"
2873,2848,"James Kanati Allen","M","USA"
74820,73975,"Aurlie Malaussena","F","FRA"
26500,26245,"Juan Jos de la Casa Garca","M","ESP"
122316,120848,"Lon Tom","M","BEL"
118128,116711,"Diana Margaret Sutherland (-Turner)","F","GBR"
11844,11715,"Andreas Andi Birnbacher","M","GER"
20025,19817,"Soraya Chaouch","F","FRA"
88359,87346,"Roberto Nez","M","ARG"
4162,4131,"Trine Helene Andresen (-Svendheim)","F","NOR"
134144,132547,"Yang Wei","M","CHN"
123505,122020,"Georges Auguste Ernest Trombert","M","FRA"
59283,58668,"Franz Kemter","M","AUT"
26695,26440,"Antnio Silva Botelho de Melo","M","POR"
78261,77368,"Courtney Lynn McCool","F","USA"
122542,121069,"Donald Robert Don Tonry","M","USA"
57167,56581,"Ida Kadlec","F","AUT"
48690,48210,"Anton Hertl","M","AUT"
99898,98751,"Fabrizio Rampazzo","M","ITA"
121537,120089,"Eythora Elisabet Thorsdottir","F","NED"
35317,34977,"Antnio Soares de Andra Ferreira","M","POR"
11082,10968,"Nadiya Oleksandrivna Beshevli","F","UKR"
17524,17328,"Imogen Jane Cairns","F","GBR"
120021,118590,"Yuliya Tarasenko","F","BLR"
126003,124481,"Cornelia Johanna Nel van der Voort (-Bosman)","F","NED"
92897,91845,"Gabriella Paruzzi","F","ITA"
100805,99648,"Jean Reich","M","SUI"
75321,74463,"Tamara Ivanovna Manina","F","URS"
4090,4059,"Georges Ivan Go Andr (Monnard-)","M","FRA"
36014,35663,"Ernst Fivian","M","SUI"
71885,71064,"Andrew Loh","M","HKG"
102884,101704,"Alfonso Rodrguez de Sadia Lombardero","M","ESP"
134141,132544,"Yang Tae-Yeong","M","KOR"
52015,51489,"Adrian Ianculescu","M","ROU"
128370,126831,"Kalevi Viskari","M","FIN"
48732,48252,"Erich Hess","M","FRG"
54208,53651,"Jang Tae-Eun","M","KOR"
43683,43253,"Svetlana Khristoforovna Grozdova (-Mikhalitseva)","F","URS"
87536,86532,"Iivo Henrik Niskanen","M","FIN"
122303,120835,"Mrta Tolnai-Erds (Szotczky-)","F","HUN"
123631,122143,"Dmitry Vladimirovich Trush","M","RUS"
574,566,"Jos Filipe Abreu","M","POR"
114099,112753,"Nicoleta Daniela Dana ofronie","F","ROU"
123718,122229,"Vasiliki Tsavdaridou","F","GRE"
37776,37407,"Doris Gudrun Fuchs (-Brause)","F","USA"
76368,75497,"Liselotte Marti (-Znd)","F","SUI"
35200,34861,"Mara Luisa Fernndez Miranda","F","ESP"
1496,1483,"Nobuyuki Aihara","M","JPN"
94298,93237,"Valeriy Valeriyovych Pereshkura","M","UKR"
46497,46035,"Karen Katrina Hargate","F","GBR"
64316,63588,"Igor Nikolayevich Kozlov","M","BLR"
10384,10277,"Richard Sam Bera","M","INA"
77827,76940,"Peter Percy May","M","GBR"
9326,9228,"Franz Ernst Beckert","M","GER"
46312,45852,"Louise Maria Hansson","F","SWE"
128447,126908,"Vincent Vittoz","M","FRA"
13501,13354,"Klaas Boot, Sr.","M","NED"
6144,6089,"Marshall Scott Avener","M","USA"
100757,99601,"Abdesselem Regragui","M","MAR"
121595,120147,"Drte Thmmler (Pawlak-)","F","GDR"
26639,26384,"Christian De Lorenzi","M","ITA"
48063,47589,"Walter Edward Bonhte Henderson","M","GBR"
121320,119872,"Eduard Edy Thomi","M","SUI"
41055,40660,"Finn Gjertsen","M","NOR"
3624,3594,"An Myong-Hwa","F","PRK"
38948,38569,"Guillermo Garca Castillo","M","MEX"
9048,8956,"Jalal Bazargan-Vali","M","IRI"
130969,129393,"Paul Ludwig Weinstein","M","GER"
89611,88591,"Patricia Olano Olano","F","COL"
6803,6741,"Monique Baelden (-Gorski)","F","FRA"
122567,121094,"Ruth Elizabeth Topalian (Lehle-)","F","USA"
109158,107883,"Johannes Hans Schwarzentruber","M","SUI"
34602,34270,"Silvio Fauner","M","ITA"
46035,45576,"Hermann Hnggi","M","SUI"
133253,131659,"Waldemar Woniak","M","POL"
79898,78994,"William G. Merz","M","USA"
121913,120455,"Jindich Tintra","M","TCH"
82986,82036,"Margaret Margo Morgan","F","GBR"
117315,115907,"Harald Aleksander Strm","M","NOR"
63872,63156,"Mari Kosuge","F","JPN"
117368,115960,"Emil Studer","M","SUI"
39847,39462,"Tania Gener Cordero","F","ESP"
32329,32018,"Ali El-Hefnawi","M","EGY"
33183,32860,"Alexandra Georgiana Maria Eremia","F","ROU"
123706,122217,"Aleksandr Petrovich Tsarevich","M","BLR"
23518,23280,"Cludia de Paula Costa Magalhes","F","BRA"
118418,116997,"Aksel Lund Svindal","M","NOR"
56741,56161,"Ju Yeong-Sam","M","KOR"
124819,123315,"Albert Chainey Umphrey","M","USA"
97021,95923,"Alena Valentinovna Polozkova","F","BLR"
72268,71444,"Patricia Lpez Muiz","F","ARG"
129910,128343,"E. A. Walton","M","GBR"
26408,26153,"Maurice Achiel De Groote","M","BEL"
41591,41189,"Olga Gllner (Gecz)","F","ROU"
54721,54156,"Joshua Jefferis","M","AUS"
8813,8727,"Maritta Bauerschmidt (-Grieig)","F","GDR"
41985,41577,"Leyanet Gonzlez Calero","F","CUB"
95520,94441,"Karine Laurent Philippot (-Laurent)","F","FRA"
29058,28790,"Aleksandr Nikolayevich Dityatin","M","URS"
55008,54442,"Sidney Sid Jensen","M","CAN"
42179,41768,"Stepan Gorbachov","M","KAZ"
57959,57367,"Velik Nikolov Kapsazov","M","BUL"
122060,120598,"Adolfna Tkakov-Taov","F","TCH"
123703,122214,"Yury Yakovlevich Tsapenko","M","URS"
4304,4272,"Roselina Angee","F","COL"
80031,79124,"Barbara Mettler (-Flury)","F","SUI"
38031,37659,"Duan Furlan","M","YUG"
87787,86782,"Alan Pierre Nolet","M","CAN"
30158,29872,"Frederic Drghici","M","ROU"
45768,45312,"Paul Elbert Hamm","M","USA"
25101,24859,"Anna Viktoria Dahlberg-Olsson","F","SWE"
92043,90997,"Mikls Pnczl","M","HUN"
131887,130301,"Kurt Anders Artur Wigartz","M","SWE"
105196,103989,"Aleksanteri Saarvala (Schabarin-)","M","FIN"
5261,5220,"Edward Randall Eddie Arnold","M","GBR"
80630,79710,"Jaroslav Mikoka","M","TCH"
17998,17802,"Manuel Jorge Almeida Campos","M","POR"
57566,56975,"Carl Kaltenbach","M","GER"
135285,133667,"Zagdbazaryn Davaanyam","M","MGL"
26029,25774,"Dominique Margaux Dawes (-Thompson)","F","USA"
29260,28985,"Luminia Liliana Dobrescu","F","ROU"
15894,15721,"Julien Louis Brul","M","FRA"
102871,101691,"Mosiah Brentano Rodrigues","M","BRA"
112033,110712,"Bernhard Simmelbauer","M","FRG"
16107,15933,"Gerda Elbieta Bryka (-Krajciczek)","F","POL"
42519,42103,"Manuel Robalo Gouveia","M","POR"
119742,118312,"Joyce Eileen Tanac (-Schroeder)","F","USA"
108439,107185,"Allison Rodgers Schmitt","F","USA"
25050,24808,"Ekaterina Stefanova Dafovska (-Prodanova)","F","BUL"
14106,13949,"John D. M. N. Bouchier-Hayes","M","IRL"
39964,39579,"Aurelian Georgescu","M","ROU"
47870,47399,"Albert Helgerud (Thorvaldsen-)","M","NOR"
12131,11999,"Brian Reginald Blackburn","M","AUS"
105296,104084,"Donatella Sacchi","F","ITA"
17007,16816,"Antje Buschschulte (-Meeuw)","F","GER"
17294,17099,"Karl Byrom","M","AUS"
107662,106417,"Erik Stter-Lassen","M","DEN"
15035,14872,"Zulema Bregado Gutierrez","F","CUB"
34072,33746,"Franz Fh","M","SUI"
69724,68918,"Georges Leroux","M","FRA"
60312,59665,"Richard K. Kihn","M","CAN"
131975,130389,"Magorzata Wilczek (-Rogo)","F","POL"
118430,117009,"Oleksandr Mykolaiovych Svitlychniy","M","UKR"
81291,80352,"Zsuzsanna Zsuzsa Misk","F","HUN"
71828,71007,"Emanuel Lffler","M","TCH"
112816,111490,"akir xliyev","M","AZE"
38298,37925,"Jean-Marc Gaillard","M","FRA"
128028,126491,"Igors Vihrovs","M","LAT"
122571,121098,"Silviya Topalova","F","BUL"
49418,48926,"Ivica Hmjelovac","M","YUG"
92947,91894,"Vesela Pasheva","F","BUL"
90831,89804,"Felicia Ofelia Ospitaletche Pintos","F","URU"
92052,91006,"Evdokiya Pandezova","F","BUL"
31443,31147,"Brygida Dziuba (-Balska)","F","POL"
73473,72640,"Wanita Lynch (-Paul)","F","AUS"
71866,71045,"Mathias Metty Logelin","M","LUX"
59012,58402,"Konstantinos Kefalas","M","GRE"
82243,81296,"David V. Monasterio Ruiz","M","PUR"
20529,20319,"Chen Yongyan","F","CHN"
119141,117715,"Kazuhiko Tabuchi","M","JPN"
11076,10962,"Anas Bescond","F","FRA"
112479,111158,"Trilok Singh","M","IND"
87384,86380,"Einar Nilsson","M","SWE"
38199,37826,"Pawe Gaca","M","POL"
19104,18903,"Plutarco Castellanos Dusavage","M","HON"
5748,5700,"Polina Hryhorivna Astakhova","F","URS"
115121,113761,"Albert Spencer","M","GBR"
73021,72192,"Francis Lawrence Frank Lukeman","M","CAN"
54937,54371,"Josua Frederik Isaias Ananias Freddy Jensen","M","DEN"
14592,14433,"Maria Grazia Bozzo","F","ITA"
13397,13251,"Charlotte Bonnet","F","FRA"
53636,53084,"Ronald Brian Ron Jacks","M","CAN"
50243,49737,"Hong Su-Jong","F","PRK"
111945,110627,"Andr Simard","M","CAN"
102137,100958,"Everardo Rios Pea","M","MEX"
110507,109218,"Shang Chunsong","F","CHN"
410,403,"Ruth Abeles","F","ISR"
20573,20362,"Cheng Fei","F","CHN"
16074,15901,"Antonn Brych","M","TCH"
6509,6449,"Rudolf Babiak","M","TCH"
65189,64444,"Nikolay Vyacheslavovich Kryukov","M","RUS"
75973,75104,"Galina Marinova","F","BUL"
126767,125243,"Adrienn Varga","F","HUN"
84339,83377,"Olga Munteanu","F","ROU"
135686,134062,"Marina Aleksandrovna Zarzhitskaya","F","BLR"
6001,5948,"Axel Louis Augis","M","FRA"
102248,101069,"Reinhard Ritter","M","FRG"
38927,38548,"Enrique Garca Bustillos","M","MEX"
45645,45189,"Mikko Hmlinen","M","FIN"
34275,33947,"Fan Hongbin","M","CHN"
75396,74538,"Kyoko Mano","F","JPN"
25282,25040,"Jacob Jake Dalton","M","USA"
5095,5056,"Ferhat Arcan","M","TUR"
77760,76876,"Mojca Mavri","F","SLO"
133071,131477,"Jennifer Ann Wood","F","CAN"
120024,118593,"Svetlana Viktorovna Tarasevich","F","BLR"
130767,129196,"Andreas Wecker","M","GDR"
43738,43307,"Ruth Catherine Grulkowski (-Hatyina)","F","USA"
93447,92389,"Petro Paxnyuk","M","AZE"
11832,11704,"Jorge Ral Birkner Cogan","M","ARG"
43329,42905,"Cristina Elena Grigora","F","ROU"
113170,111842,"Julius Ferninand Skutnabb","M","FIN"
14593,14434,"Johannes Thingnes B","M","NOR"
67520,66732,"Sarah Sally Larner","F","GBR"
120140,118708,"Olga Tass-Lemhnyi (Todenbier-)","F","HUN"
64421,63691,"Steffi Krker (-Biskupek)","F","GDR"
81814,80870,"Jnos Mogyorsi-Klencs","M","HUN"
34517,34185,"Erika Fasana","F","ITA"
131872,130286,"Karl Hugo Wieslander","M","SWE"
75773,74908,"Eva Marekov (-Nyklov)","F","TCH"
2818,2795,"Ahmed Issam Allam","M","EGY"
130719,129150,"Peter Weber","M","GER"
23642,23404,"Vlad Bogdan Cotuna","M","ROU"
38359,37985,"tefan Gal","M","ROU"
124564,123064,"Takashi Uchiyama","M","JPN"
56943,56360,"Damir Jurevi","M","CRO"
129672,128106,"James R. Walker","M","RSA"
65017,64275,"Antun Kropivek","M","YUG"
62508,61829,"Kroly Kocsis","M","HUN"
13579,13429,"Louis John Bordo","M","USA"
16378,16197,"Kenneth Frederick Ken Buffin","M","GBR"
4598,4564,"Edvard Antonijevi","M","YUG"
71967,71144,"Ronald Peter Ronnie Lombard","M","RSA"
10913,10801,"Glenn Herbert Berry","M","USA"
86278,85286,"Aleksey Yuryevich Nemov","M","RUS"
43978,43542,"Georges Guelzec","M","FRA"
137154,135485,"Stepan Olegovich Zuyev","M","RUS"
93289,92232,"Charles Paumier du Vergier","M","BEL"
65004,64262,"Aristidis Kronis","M","GRE"
40395,40001,"Magdy Gheriani","M","EGY"
57927,57335,"Ron Kaplan","M","ISR"
108076,106828,"Bettina Schieferdecker","F","GDR"
64177,63454,"Julija Kovaliova","F","LTU"
34869,34532,"Christel Felgner (-Wunder)","F","GER"
2985,2958,"Houshmand Almasi","M","IRI"
133961,132364,"Haruhiro Yamashita (-Matsuda)","M","JPN"
120922,119483,"Melchior Thalmann","M","SUI"
74622,73784,"Magorzata Helena Majza (-Dynek)","F","POL"
42441,42025,"Bruno Gtze","M","GER"
125790,124269,"Rita Van De Velde","F","BEL"
50307,49800,"Jacobus Johannes Hoogveld","M","NED"
129986,128419,"Wang Chi","F","TPE"
55141,54574,"Jeong Ri-Gwang","M","KOR"
17994,17798,"Laura Campos Prieto","F","ESP"
72739,71914,"Lu Li","F","CHN"
123102,121624,"Frederick Edward Ted Trainer","M","AUS"
123881,122392,"Mitsuo Tsukahara","M","JPN"
51536,51019,"Cee Kay Celeste Hung","F","HKG"
81002,80071,"Min A-Yeong","F","KOR"
60047,59408,"Snezhana Ivanova Khristakieva","F","BUL"
64941,64200,"Hans Kroes","M","NED"
115049,113691,"Nada Spasi","F","YUG"
543,535,"Yevgeny Sergeyevich Abramenko","M","BLR"
130796,129223,"George G. Weedon","M","GBR"
24895,24654,"Dlia Vieirinho da Cunha-Sammer","F","POR"
18568,18369,"Giovanni Carminucci","M","ITA"
65893,65131,"Shigeru Kurihara","M","JPN"
43530,43101,"Lyudmila Pavlovna Gromova","F","URS"
67734,66946,"Natlija Laonova (-Kravchenko)","F","URS"
34469,34138,"Thomas Fionbarr Farrell","M","IRL"
18963,18762,"Ana Mara Casas Rivas","F","MEX"
98863,97729,"Pirkko Liisa Pyyknen (-Mkel)","F","FIN"
28327,28063,"Manuela Di Centa","F","ITA"
60288,59642,"Brigitte Helene Kiesler (Krst-)","F","GER"
132681,131092,"Frantiek Wirth","M","TCH"
88158,87148,"Sergey Valentinovich Novikov","M","BLR"
13435,13288,"William Alfred Bonsall","M","USA"
47765,47295,"Raimo Yrj Heinonen","M","FIN"
131578,129993,"Graham Ross White","M","AUS"
50624,50113,"Dorota Horzonek-Jokiel","F","POL"
48117,47643,"Jan Margo Henne (-Hawkins)","F","USA"
74864,74016,"Miroslav Mlek","M","TCH"
80447,79531,"Jan Migdau","M","TCH"
61461,60800,"Marion Kische (-Wellner)","F","GDR"
96328,95245,"Arthur Elmer Artie Pitt","M","USA"
54426,53865,"Andreas Japtok","M","FRG"
72032,71209,"Warren Long","M","CAN"
15049,14886,"Matthias Brehme","M","GDR"
19600,19396,"Alena ernkov","F","TCH"
11031,10918,"Fernando Bertrand Garca-Taheo","M","ESP"
86096,85108,"Vladislav Nehasil","M","TCH"
88269,87257,"Alf Nrgaard","M","NOR"
64980,64239,"Sylvio Kroll","M","GDR"
102542,101363,"Laura Robertson","F","NZL"
91572,90533,"Alfredo Pagani","M","ITA"
92624,91573,"Park Min-Soo","M","KOR"
77398,76515,"Matylda Matoukov-nov (-Rikov)","F","TCH"
50807,50295,"Raili Hillevi Hoviniemi (-Lampinen)","F","FIN"
39839,39454,"Veselina Gencheva","F","BUL"
103078,101898,"Georges Charles Roes","M","FRA"
